seller_id,total_orders,total_revenue,avg_review,late_rate,avg_delay_days,pct_low_reviews,seller_tier
02f5837340d7eb4f653d676c7256523a,30,3883.05,4.83,0.03,-17.33,0.03,A — Excellent
02f623a8eb246f3c5f7c2f96462654e6,44,6378.0,4.56,0.07,-10.7,0.05,B — Good
0417b067eeab773d2f7061a726dc477f,13,1859.18,3.92,0.23,-3.92,0.23,D — Needs intervention
04308b1ee57b6625f47df1d56f00eedf,92,58991.8,3.95,0.08,-11.58,0.2,B — Good
0432ead42b6c8a0bdf68154add917fdf,80,7573.5,4.58,0.02,-13.19,0.06,A — Excellent
048c2757535328e0d7dac690ad3c0aae,50,9065.08,4.24,0.12,-10.0,0.14,C — Average
04aa0a1c5ce6b222003403a3e11c3cc0,11,5518.0,4.09,0.18,-11.64,0.18,C — Average
04aba03279157f6d4e0fe8ccaf21963c,15,2416.0,4.53,0.07,-13.93,0.07,B — Good
04e38a233f726ef161074ab1c9b0399a,19,991.6,4.11,0.05,-5.58,0.11,A — Excellent
0509040ea3fe50071181bbc359eb7738,87,3689.35,4.48,0.05,-10.66,0.01,A — Excellent
054694fa03fe82cec4b7551487331d74,20,8286.1,3.4,0.3,-0.9,0.3,D — Needs intervention
056b4ada5bbc2c50cc7842547dda6b51,64,12203.4,4.21,0.11,-12.45,0.12,C — Average
058cb5aeb36d7c0fcae20fc85d5e0a59,11,1236.0,3.82,0.09,-11.09,0.18,B — Good
058fd0aa2bfdb2274e05e1ae971dabb6,59,7420.4,4.44,0.07,-11.66,0.08,B — Good
05d2173d43ea568aa0540eba70d2ca76,62,5759.66,4.18,0.05,-11.65,0.11,A — Excellent
05f51e13da97139648b8125c31e5f51b,57,13100.31,4.23,0.16,-9.84,0.14,C — Average
05ff92fedb5be47920fea08e501238b9,57,21235.98,4.32,0.04,-17.74,0.05,A — Excellent
062ce95fa2ad4dfaedfc79260130565f,54,7718.0,4.09,0.04,-13.17,0.09,A — Excellent
06579cb253ecd5a3a12a9e6eb6bf8f47,60,4518.5,4.17,0.07,-9.98,0.13,B — Good
066a6914e1ebf3ea95a216c73a986b91,64,8870.49,4.14,0.03,-16.94,0.11,A — Excellent
0691148aee60ca47977c187804f935ae,47,6178.21,4.18,0.02,-13.81,0.15,A — Excellent
06a2c3af7b3aee5d69171b0e14f0ee87,388,36030.99,4.02,0.19,-11.32,0.16,C — Average
06bb3a2fe5e7b7a845b13e8fb91bd944,17,1536.19,4.59,0.0,-13.82,0.0,A — Excellent
06df0c10d34e459d9672bc77388742eb,26,9070.0,4.35,0.04,-13.46,0.08,A — Excellent
06e5eefc71ec47ae763c5c6f8db7064f,90,21908.56,3.98,0.0,-16.73,0.13,B — Good
070d165398b553f3b4b851c216b8a358,30,3312.08,3.37,0.13,-8.0,0.33,C — Average
0725b8c0f3f906e58f70cbe76b7c748c,16,2330.32,3.66,0.25,-10.75,0.25,D — Needs intervention
0747d5bb69f0586cc869d8af4c50f93e,12,322.8,3.75,0.08,-15.58,0.25,B — Good
07bf9669d84d1f11be443a9dd938f698,18,1776.0,3.72,0.0,-18.17,0.28,B — Good
080102cd0a76b09e0dcf55fcacc60e05,120,5521.87,4.54,0.04,-11.88,0.03,A — Excellent
080199a181c46c657dc5aa235411be3b,79,14504.2,4.62,0.01,-9.63,0.01,A — Excellent
08084d990eb3f53af056ccbc1730c8a7,11,343.4,4.4,0.0,-15.18,0.0,A — Excellent
082e0bf4cb865a6533b1e8e498cc0255,11,2073.3,3.27,0.18,-14.64,0.36,C — Average
08633c14ef2db992c11f840f04fad4cd,71,7310.0,4.39,0.06,-10.58,0.07,B — Good
0885aaf116795758dfeb5f1032487bcd,25,2660.98,4.4,0.0,-11.52,0.08,A — Excellent
0887a9f087bcd5d9f6642b52f897fc6c,12,1642.0,4.42,0.08,-12.42,0.0,B — Good
08d0949a9a17c027262db1f3c450c26c,11,309.8,3.91,0.0,-11.73,0.18,B — Good
08d2d642cf72b622b14dde1d2f5eb2f5,16,909.0,4.31,0.12,-11.5,0.0,C — Average
093805f8f2aeb63881444571e1f48f30,22,1215.79,4.18,0.05,-10.23,0.14,A — Excellent
094ced053e257ae8cae57205592d6712,19,1622.1,4.05,0.0,-15.68,0.16,A — Excellent
099095b050cfe8eb1ddff5317587e96e,16,5003.84,3.38,0.19,-9.75,0.38,C — Average
09f952a5f58d2285b0372551ae8f9b01,46,11161.77,3.98,0.07,-10.98,0.13,B — Good
0a85ebe4e328db81ac9109781205e2f7,12,767.89,4.58,0.08,-8.42,0.0,B — Good
0ac4201fda2c68ebc0e47cb9423cf3c9,13,1676.88,4.23,0.08,-12.31,0.15,B — Good
0adac9fbd9a2b63cccaac4f8756c1ca8,105,15848.39,4.11,0.06,-10.97,0.11,B — Good
0afccdb8a34ee5c79f7c06faf2b4d56e,24,1185.6,4.09,0.08,-10.38,0.12,B — Good
0b35c634521043bf4b47e21547b99ab5,49,14396.4,3.42,0.16,-12.16,0.35,C — Average
0b90b6df587eb83608a64ea8b390cf07,160,28160.93,4.05,0.04,-18.39,0.16,A — Excellent
0bae85eb84b9fb3bd773911e89288d54,134,7723.9,4.31,0.01,-15.04,0.06,A — Excellent
0bb738e4d789e63e2267697c42d35a2d,29,2308.4,4.66,0.03,-14.0,0.0,A — Excellent
0be8ff43f22e456b4e0371b2245e4d01,155,11521.69,4.05,0.06,-11.74,0.17,B — Good
0bf0150d5b9d60d9cd2906003332f085,39,5774.6,3.79,0.15,-6.85,0.21,C — Average
0c7533c71df861ec58ad7ff999ed0e8d,59,2923.4,4.19,0.05,-9.97,0.14,A — Excellent
0c8380b62e38e8a1e6adbeba7eb9688c,176,17556.39,4.07,0.05,-11.85,0.13,A — Excellent
0cbcee27c791afa0cdcb08587a2013a8,37,5054.15,4.0,0.11,-14.97,0.14,C — Average
0d33a55da925bbf1ff02af5f6059fc7f,21,571.29,4.43,0.05,-11.43,0.1,A — Excellent
0d85bbda9889ce1f7e63778d24f346eb,51,4845.2,4.2,0.12,-11.67,0.12,C — Average
0db783cfcd3b73998abc6e10e59a102f,130,8879.4,4.22,0.04,-13.12,0.12,A — Excellent
0dd184061fb0eaa7ca37932c68ab91c5,159,18660.91,4.03,0.11,-10.44,0.14,C — Average
0df3984f9dfb3d49ac6366acbd3bbb85,85,9981.39,4.42,0.01,-14.66,0.08,A — Excellent
0ea22c1cfbdc755f86b9b54b39c16043,225,10735.69,4.45,0.01,-16.73,0.05,A — Excellent
0eaa7e33d73809f1f925f7d07c506cbd,15,1552.0,4.71,0.0,-14.8,0.07,A — Excellent
0ebd97a106433a45a4aebe57c1799778,30,3111.7,4.6,0.0,-17.03,0.03,A — Excellent
0ed6ce5d87fd9c69eaacaeb778d67235,42,2026.52,4.39,0.14,-12.79,0.05,C — Average
0ef83d7d83ed97cd2a0049ac8be5f88a,47,4644.02,4.2,0.02,-14.15,0.17,A — Excellent
0ff83046c3fa22efee8ecf291888b191,10,768.9,4.8,0.0,-17.7,0.0,A — Excellent
0ffa40d54288e4f3499b8780dd0f144f,33,2162.8,4.48,0.12,-12.0,0.09,C — Average
10076e5788b8ee532724bcd460baf762,22,797.48,4.59,0.05,-12.0,0.05,A — Excellent
1025f0e2d44d7041d6cf58b6550e0bfa,898,138739.25,4.02,0.08,-10.78,0.16,B — Good
1127b7f2594683f2510f1c2c834a486b,109,6846.7,4.22,0.02,-11.31,0.14,A — Excellent
11305281b50fff20ae8bb473f8e11876,35,6978.59,4.31,0.11,-12.83,0.09,C — Average
113e3a788b935f48aad63e1c41dac1bd,39,847.35,4.32,0.05,-15.0,0.05,A — Excellent
116ccb1a1604bc88e4d234a8c23f33de,60,1960.79,4.63,0.03,-10.1,0.03,A — Excellent
11bfa66332777660bd0640ee84d47006,76,3925.87,3.89,0.14,-9.05,0.22,C — Average
128639473a139ac0f3e5f5ade55873a5,524,11893.73,4.22,0.04,-12.2,0.1,A — Excellent
128f9bfbe4c7d5185033914b1de3d39a,13,1267.39,4.77,0.08,-12.85,0.0,B — Good
12b9676b00f60f3b700e83af21824c0e,133,26376.0,4.54,0.01,-21.24,0.04,A — Excellent
13074f016982ff2bd6c58ced8682f000,13,1977.0,4.15,0.23,-7.92,0.08,D — Needs intervention
1336efc61c316ddf92c899eb817f7cae,68,4586.73,4.21,0.09,-11.22,0.09,B — Good
1354d51653f645349064725ed204e85e,18,2410.0,3.89,0.0,-18.83,0.22,B — Good
138dbe45fc62f1e244378131a6801526,45,1114.96,4.24,0.02,-8.76,0.11,A — Excellent
13d058e4eeac2ce8217660b2f8a05812,22,3739.78,4.18,0.09,-10.27,0.14,B — Good
141440cad9341e553f8401c574a2aa38,11,1288.2,4.45,0.0,-21.82,0.09,A — Excellent
1430239a858e7682bbc43b20758af153,17,633.99,4.18,0.0,-10.41,0.12,A — Excellent
1464afc72f696af775557a821c2e253f,29,1059.36,4.24,0.03,-12.52,0.1,A — Excellent
14a08204d03bb6b6bde8029f801ae0eb,28,2315.3,3.89,0.0,-14.43,0.18,B — Good
14d7985702e72162bbf13b6beb74ab2b,36,3832.0,4.36,0.11,-8.56,0.08,C — Average
1554a68530182680ad5c8b042c3ab563,244,29284.74,4.36,0.06,-13.84,0.09,B — Good
157c3e4b42f81ac4a44e8b1ca2fe9876,19,2015.4,3.79,0.11,-11.89,0.21,C — Average
15aac934c58d886785ac1b17953ea898,25,4353.9,4.24,0.12,-9.24,0.08,C — Average
15cd6eefe58588619aaed41dfa6621b1,15,1551.84,4.47,0.07,-10.0,0.13,B — Good
16090f2ca825584b5a147ab24aa30c86,397,25551.16,4.09,0.08,-9.69,0.13,B — Good
165b1235e9e9942cb5fae67103576fb0,11,2085.15,4.36,0.09,-7.91,0.0,B — Good
165fc07beebdcb6190fba8a06db2a449,47,16882.31,3.89,0.09,-11.4,0.19,B — Good
1660ad786c27fd935378b6192a90b417,11,1440.0,4.91,0.09,-11.45,0.0,B — Good
1690cada046eb7e92c12f98b1f8a8167,10,1760.0,4.9,0.1,-14.2,0.0,B — Good
17306570e772e7718c92a562d33f5f1d,27,8699.9,3.78,0.07,-9.59,0.19,B — Good
1771297ac436903d1dd6b0e9279aa505,28,2881.27,4.63,0.04,-15.25,0.0,A — Excellent
17908cf9b444ee34047cadd5c0f4a516,11,1993.99,4.55,0.09,-11.82,0.0,B — Good
179d859f51292aac5c10806a356f7af9,18,404.47,4.39,0.06,-8.89,0.06,B — Good
17a053fcb14bd219540cbde0df490be0,124,40601.53,4.25,0.06,-10.1,0.1,B — Good
17ca9b9e9b9ef8fdb529001b49ebb50f,115,9768.74,4.07,0.01,-14.12,0.14,A — Excellent
17e34d8224d27a541263c4c64b11a56b,246,54272.36,4.26,0.08,-10.54,0.11,B — Good
17f51e7198701186712e53a39c564617,55,46969.0,4.35,0.09,-11.76,0.09,B — Good
1835b56ce799e6a4dc4eddc053f04066,394,33358.77,3.71,0.11,-10.07,0.22,C — Average
1838dd9b8977065acf51d95e0053ea7a,62,2750.5,4.37,0.03,-11.0,0.11,A — Excellent
18a349e75d307f4b4cc646a691ed4216,108,7523.91,3.63,0.06,-14.6,0.26,B — Good
18e694e0e48ed6f7aa3f24aade5fd697,31,701.54,4.68,0.03,-12.77,0.0,A — Excellent
1900267e848ceeba8fa32d80c1a5f5a8,377,24558.05,3.94,0.09,-9.56,0.16,B — Good
1987cd4be10fe09ee50454f9c354d1c6,14,2877.7,4.36,0.07,-13.71,0.07,B — Good
198c7ea11960a9844b544d9bcdca860c,25,1733.75,3.88,0.08,-10.8,0.24,B — Good
1a3df491d1c4f1589fc2b934ada68bf2,160,22472.4,4.27,0.04,-13.11,0.09,A — Excellent
1a932caad4f9d804097d7f8e615baed1,20,4661.0,3.9,0.15,-8.6,0.2,C — Average
1b1ae47a313a825a7ccceb8e2e30fa9d,10,2184.0,4.22,0.0,-14.2,0.2,A — Excellent
1b4c3a6f53068f0b6944d2d005c9fc89,110,14436.99,4.27,0.05,-12.73,0.1,A — Excellent
1b7e5006cb25dd23ce8686691013b121,11,2636.74,4.36,0.18,-6.36,0.09,C — Average
1b8356dabde1d35e17cef975c3f82730,55,3366.4,4.22,0.02,-13.87,0.09,A — Excellent
1b8b75e227c9a9c100d0c210fb6176ce,15,1444.87,3.93,0.07,-19.6,0.2,B — Good
1b938a7ec6ac5061a66a3766e0e75f90,29,3916.7,4.41,0.0,-14.76,0.07,A — Excellent
1bb2bdb95f4841f1bba2c0d2cd83d3c9,79,4905.76,4.63,0.06,-13.3,0.04,B — Good
1c129092bf23f28a5930387c980c0dfc,190,9437.56,4.29,0.05,-9.74,0.11,A — Excellent
1c40343cc5d18c2d8248ac2f3366de34,20,2654.41,4.6,0.1,-11.45,0.0,B — Good
1c5e4e49b9079480255b49d50aac1aa9,12,10173.11,4.33,0.0,-12.25,0.08,A — Excellent
1c68394e931a64f90ea236c5ea590300,137,24951.08,3.96,0.04,-14.99,0.15,B — Good
1ca7077d890b907f89be8c954a02686a,108,12544.34,2.39,0.17,-6.67,0.59,D — Needs intervention
1caf283236cd69af44cbc09a0a1e7d32,33,917.6,4.61,0.09,-11.85,0.06,B — Good
1cbd32d00d01bb8087a5eb088612fd9c,11,1045.47,4.18,0.09,-11.09,0.09,B — Good
1ce3ae5a399804d1a87e706f8a813c3e,38,2646.99,3.84,0.08,-15.16,0.18,B — Good
1d29dfba02015238dfbe2449a5eaa361,12,612.8,4.5,0.08,-9.5,0.08,B — Good
1d4587203296c8f4ad134dc286fa6db0,39,2223.0,4.36,0.03,-11.23,0.1,A — Excellent
1d503743d2526f03f0c2c89540ee008c,12,516.04,3.92,0.08,-9.42,0.17,B — Good
1d8dbc4f32378d715c717c1c1fc57bae,90,11544.42,4.09,0.09,-11.41,0.13,B — Good
1da366cade6d8276e7d8beea7af5d4bf,42,6387.59,3.98,0.07,-8.43,0.17,B — Good
1da3aeb70d7989d1e6d9b0e887f97c23,256,8663.4,4.17,0.05,-11.38,0.12,A — Excellent
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,1695.29,4.56,0.04,-8.84,0.04,A — Excellent
1dcfa3835714681d4ba4a93bc1e0fd41,12,1186.6,4.27,0.0,-15.67,0.08,A — Excellent
1dfe5347016252a7884b694d4f10f5c4,19,1607.4,3.53,0.26,-6.79,0.26,D — Needs intervention
1e8b33f18b4f7598d87f5cbee2282cc2,119,16867.57,4.45,0.03,-10.92,0.09,A — Excellent
1eade46fba20122dc4aefb379f8c636b,58,3635.37,4.43,0.12,-7.64,0.09,C — Average
1f1bb1f0859883505541bdd6606193e5,27,16040.84,4.33,0.11,-10.93,0.07,C — Average
1f50f920176fa81dab994f9023523100,1384,107302.29,4.16,0.09,-10.29,0.14,B — Good
1f9ab4708f3056ede07124aad39a2554,75,13143.03,4.14,0.05,-13.32,0.07,A — Excellent
1fdc574883ef3b33ad41562d93f3a74a,18,4251.0,4.44,0.06,-11.5,0.0,B — Good
1fe5540d7c1c37a595fefbacd5570d9e,20,4537.6,4.3,0.05,-13.4,0.05,A — Excellent
2059c39f76271d4ca3f15b5ffaccc8b8,12,604.9,4.5,0.0,-13.33,0.0,A — Excellent
2089a6d640999f9b9141ac719b2af596,40,7584.02,4.0,0.12,-11.2,0.22,C — Average
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,845.0,4.1,0.1,-12.16,0.13,B — Good
20d83f3ef0e6925fd74bfd59170babf7,37,2760.1,4.41,0.05,-11.38,0.08,A — Excellent
2138ccb85b11a4ec1e37afbd1c8eda1f,380,11907.75,3.98,0.05,-12.54,0.16,B — Good
213b25e6f54661939f11710a6fddb871,138,14469.5,4.02,0.07,-10.91,0.14,B — Good
2156f2671501a81034d7d07f217609d0,21,2909.5,4.0,0.14,-6.48,0.14,C — Average
218d46b86c1881d022bce9c68a7d4b15,376,53818.41,4.19,0.09,-11.41,0.12,B — Good
218f991754f360af9c2daa5e0b8e990c,14,3554.32,3.64,0.14,-6.71,0.21,C — Average
2199e7fe213c16213bf5d6a7eadc9a5d,24,3767.29,4.38,0.04,-13.67,0.08,A — Excellent
21e83881401b92b49fb09a16d3852291,12,3109.06,4.83,0.0,-13.58,0.0,A — Excellent
226b05fe067266c59c15dae208213d06,10,1056.9,4.5,0.0,-13.5,0.1,A — Excellent
229c3efbfb0ea2058de4ccdfbc3d784a,118,15479.0,3.62,0.02,-12.63,0.25,B — Good
232a6014e7b10cba61c6c2b2ea6bb4b0,32,3819.97,4.16,0.03,-13.88,0.12,A — Excellent
23613d49c3ac2bd302259e55c06c050c,66,4466.24,3.88,0.09,-10.73,0.23,B — Good
236585a4ddb5fea9fa40233e2249ed91,11,649.53,4.09,0.09,-13.18,0.09,B — Good
238fac594e170b59c6d228f5a4f4f1d9,28,3007.0,4.11,0.11,-10.54,0.11,C — Average
23a0ffca143a15b9b5bbdb7d552f626a,22,3548.52,3.95,0.14,-10.82,0.23,C — Average
23c38debaffe4a25a30fdbd9b586a13f,40,5307.28,4.35,0.12,-10.05,0.02,C — Average
23d7c96d4a1160db1c726b248601b25a,50,10658.24,3.93,0.1,-10.98,0.16,B — Good
240b9776d844d37535668549a396af32,35,13332.09,4.34,0.03,-11.26,0.09,A — Excellent
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,2580.0,3.78,0.09,-10.26,0.17,B — Good
2528513dd95219a6013d4d05176e391a,153,32132.79,4.03,0.04,-12.19,0.15,A — Excellent
257e61d3251fb5efb9daadddbc2cf7ca,12,7729.0,4.75,0.0,-17.67,0.0,A — Excellent
259f7b5e6e482c230e5bfaa670b6bb8f,134,8370.24,4.38,0.01,-13.39,0.09,A — Excellent
25c5c91f63607446a97b143d2d535d31,148,50788.62,3.94,0.07,-11.57,0.16,B — Good
25cf099de44674fde97473224f9d59ab,50,1654.36,4.33,0.04,-12.92,0.1,A — Excellent
25e47381a6c510ddeb36084e33b89f0c,16,1289.6,4.25,0.0,-12.94,0.06,A — Excellent
25e6ffe976bd75618accfe16cefcbd0d,106,11921.6,4.44,0.03,-13.58,0.08,A — Excellent
2646baaf662d4d92ac48f047e35db92d,15,1263.05,4.47,0.07,-10.8,0.13,B — Good
26785a546900236d66f2e4197c211158,15,1019.2,4.67,0.0,-18.73,0.07,A — Excellent
26d6bbee02420494d471c9f6436929c0,12,434.51,4.67,0.0,-10.83,0.0,A — Excellent
26d8a1c7c75d513045798992ead43aa2,34,5937.13,4.41,0.09,-12.15,0.09,B — Good
26e2c91ef821e1ff8985f408788fe35b,12,1649.4,3.0,0.42,1.5,0.33,D — Needs intervention
270297ead4c65a6cd2593960d2af6b21,17,9412.6,3.82,0.0,-13.94,0.29,B — Good
2709af9587499e95e803a6498a5a56e9,24,1171.16,3.91,0.12,-9.71,0.21,C — Average
271c58a1d139c45eaf3316107c6d3a3b,27,3597.63,4.19,0.07,-11.22,0.15,B — Good
272f092de69afedd4d2969440b37f18f,24,1776.43,3.93,0.0,-16.88,0.21,B — Good
2745f798279e0ed033addcc1474776d7,31,3578.63,3.93,0.1,-10.32,0.13,B — Good
276677b5d08786d5dce7c2149dcce48b,31,3424.2,4.03,0.06,-8.84,0.19,B — Good
282f23a9769b2690c5dda22e316f9941,98,6539.18,4.37,0.04,-11.13,0.04,A — Excellent
289cdb325fb7e7f891c38608bf9e0962,104,13080.55,4.61,0.02,-10.1,0.05,A — Excellent
28f10b1c5e5abb9d4857745bede6147c,28,835.0,4.0,0.14,-6.61,0.18,C — Average
2953ce3a88f5e3c3b696d77fc9e4c8eb,14,470.0,4.64,0.07,-5.21,0.07,B — Good
2a1348e9addc1af5aaa619b1a3679d6b,48,3041.25,3.17,0.27,0.98,0.35,D — Needs intervention
2a261b5b644fa05f4f2700eb93544f2c,47,5025.0,3.94,0.17,-9.11,0.19,C — Average
2a5b78b41cd05baeac8df54c6606b92c,46,15623.28,4.54,0.02,-19.37,0.04,A — Excellent
2a61c271b1ac763450d846849783e922,17,1486.77,4.12,0.18,-7.65,0.18,C — Average
2a6fbeaa7ab9e5d59a35841a8da71ce4,29,1577.69,4.04,0.07,-12.59,0.14,B — Good
2a7dc43cecabf23403078e2188437d1d,52,4859.91,4.1,0.06,-10.02,0.12,B — Good
2a84855fd20af891be03bc5924d2b453,153,14744.1,4.38,0.03,-12.3,0.08,A — Excellent
2aa3443d7bf9d9bb11133f420d75e083,10,647.0,3.0,0.2,-8.9,0.4,C — Average
2addf05f476d0637864454e93ba673d5,12,4552.0,5.0,0.0,-15.08,0.0,A — Excellent
2b1a40c1daabc6ca280c4b815c101841,22,12342.6,3.82,0.05,-14.23,0.18,B — Good
2b3e4a2a3ea8e01938cabda2a3e5cc79,51,22448.2,4.43,0.0,-11.76,0.06,A — Excellent
2be17df1c49978426251562096c3cc09,15,2106.0,4.2,0.07,-16.0,0.07,B — Good
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,50628.9,4.17,0.07,-14.47,0.13,B — Good
2c4c47cb51acd5ea5db5e0ae0e26542a,12,2595.89,4.67,0.0,-13.92,0.0,A — Excellent
2c9e548be18521d1c43cde1c582c6de8,124,6068.55,4.13,0.15,-6.6,0.13,C — Average
2d2c62bef4c8ba0dd74e0e228e808539,16,3749.0,4.12,0.12,-9.31,0.19,C — Average
2d42ebcda99fd55f6f4bc2f1ca035d50,10,921.5,4.3,0.0,-13.9,0.1,A — Excellent
2d50d6282f8aa2257819a77bfaa0efe0,42,3392.17,3.81,0.1,-10.43,0.19,B — Good
2d518637f53161b973e01f56ea4bb88e,13,1219.89,4.92,0.0,-21.62,0.0,A — Excellent
2dee2ce60de9709b1a24083217181a1f,54,7784.5,4.43,0.02,-17.54,0.06,A — Excellent
2e13c71026e1a39ba5cc1b86dcb679aa,24,4157.0,4.38,0.04,-13.08,0.12,A — Excellent
2e1a7d075abe038c1b2743005fe42ff1,17,1287.0,4.41,0.18,-7.24,0.12,C — Average
2e1c9f22be269ef4643f826c9e650a52,160,12203.25,4.26,0.06,-10.28,0.11,B — Good
2e3be8a987a30d7544dbbda6861cc14e,14,2472.86,3.79,0.07,-11.21,0.14,B — Good
2e90cb1677d35cfe24eef47d441b7c87,126,13879.91,4.11,0.13,-10.42,0.14,C — Average
2eb70248d66e0e3ef83659f71b244378,185,38850.92,2.78,0.11,-9.96,0.47,D — Needs intervention
2f4b0d3b9634b647d4edee577d7ebb7e,10,337.9,4.9,0.0,-8.5,0.0,A — Excellent
2f74af7a0ee5636f12c2336f9fffed47,13,560.7,4.31,0.0,-8.77,0.08,A — Excellent
2ff97219cb8622eaf3cd89b7d9c09824,86,4335.8,4.53,0.03,-9.55,0.03,A — Excellent
3078096983cf766a32a06257648502d1,56,7910.84,4.3,0.04,-12.55,0.11,A — Excellent
30829ded4523ab9224b93bc49a62c95f,18,6911.71,3.78,0.06,-17.61,0.22,B — Good
3092c0b297aacfb4bb6e056ebe13b9b8,14,954.5,4.43,0.0,-26.07,0.0,A — Excellent
30a2f535bb48308f991d0b9ad4a8c4bb,68,4671.4,4.41,0.03,-12.81,0.09,A — Excellent
30a81d8cf85fb2ada1b1b094c9583a95,17,1245.42,4.82,0.0,-8.18,0.0,A — Excellent
31344c16881c08a8a72c6d2eb29918c1,42,9568.7,4.43,0.05,-10.33,0.1,A — Excellent
31561f325664a8a7aba4c8d0c3a9b3db,36,2776.18,4.64,0.0,-9.5,0.03,A — Excellent
318f287a62ab7ac10b703ac37435a231,51,2432.48,3.92,0.1,-9.86,0.2,B — Good
31ae0774c17fabd06ff707cc5bde005f,11,6719.85,4.0,0.09,-12.36,0.18,B — Good
31da954dc0855f2495c6310f70a2f931,28,4284.0,4.32,0.07,-10.46,0.07,B — Good
323ce52b5b81df2cd804b017b7f09aa7,29,2374.3,4.43,0.14,-5.66,0.07,C — Average
325f3178fb58e2a9778334621eecdbf9,35,1207.42,4.49,0.0,-11.54,0.09,A — Excellent
32b8764b4ef628b53608fc34011fcc13,35,8625.0,4.23,0.03,-14.63,0.06,A — Excellent
3340ef1913fb70d28420f6ceb685c339,30,6591.66,4.4,0.03,-8.97,0.07,A — Excellent
334cab711dee080b079fa5779b584783,11,1319.1,4.91,0.0,-13.45,0.0,A — Excellent
33576ec5412fb5905d876f12f33bfde6,31,2718.0,4.1,0.03,-17.13,0.1,A — Excellent
3361277dc30b7cccdb0c286b24219756,29,3905.05,4.34,0.07,-15.93,0.07,B — Good
33a17d60c64393351ebf1ef860f4e0f2,42,8001.51,4.64,0.02,-15.52,0.02,A — Excellent
33a6f4b1e7cdc205511e76ba1b6e0186,102,10312.02,4.46,0.02,-13.01,0.07,A — Excellent
33ac3e28642ab8bda860a2f693000e78,34,3771.35,4.21,0.0,-13.03,0.12,A — Excellent
33c51922b6e3c16b24a8f28e5833c99d,18,6657.87,4.24,0.06,-13.67,0.11,B — Good
33cbbec1e7e1044aaf11d152172c776f,15,730.67,4.73,0.0,-16.2,0.0,A — Excellent
34056b8b55c1775a22af2331670a799c,77,6398.7,4.04,0.12,-10.92,0.14,C — Average
343e716476e3748b069f980efbaa294e,17,922.6,4.31,0.06,-12.38,0.12,B — Good
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,1805.33,3.88,0.0,-16.88,0.2,B — Good
34d1ca11b242c0fee2c834ae8d788566,40,13422.24,4.33,0.0,-13.88,0.05,A — Excellent
3504c0cb71d7fa48d967e0e4c94d59d9,52,2303.14,4.48,0.0,-10.67,0.02,A — Excellent
3586b8580d9c917874e053a1bb37b5ff,36,1524.7,4.42,0.03,-17.89,0.06,A — Excellent
36890be00bbfc1cdb9a4a38a6af05a69,13,1361.3,4.23,0.15,-11.62,0.15,C — Average
36a968b544695394e4e9d7572688598f,146,6838.71,3.74,0.03,-12.26,0.21,B — Good
